
99300,113022
99301,112980
99379,113054
99323,112965
99235,112864
99193,112680
99208,112684
99166,112609
99078,112486
99040,112262
99023,112267
98946,112128
98965,112128
98828,111979
98949,112019
98967,112045
98838,111931
98852,111904
98927,112037
98947,111978
98930,111923
98884,111911
98933,112018
98875,111983
98911,111934
98896,111949
98950,112010
98925,111973
98932,111954
98932,111996
98901,111974
98938,111963
98935,112052
98835,111948
98995,112055
98938,112073
98927,112001
98961,112017
98987,112066
98902,112035
98960,112043
98940,112090
98932,112081
99019,112099
98950,112117
98895,112137
99017,112165
98949,112200
98995,112197
98934,112149
99052,112213
98998,112252
99017,112171
99019,112253
99010,112290
99011,112253
99031,112248
98989,112296
99056,112239
99056,112320
99000,112280
99008,112272
99094,112356
99025,112313
99015,112185
99054,112363
99095,112342
99047,112308
98995,112243
99074,112340
99096,112395
99004,112318
99067,112305
99078,112367
99036,112389
99132,112387
99063,112351
99056,112364
99134,112448
99117,112440
99057,112350
99110,112480
99132,112526
99064,112462
99105,112465
99071,112524
99126,112520
99076,112507
99060,112502
99121,112501
99163,112613
99144,112544
99134,112515
99164,112646
99140,112622
99206,112626
99180,112610
99145,112645
99198,112635
99208,112682
99085,112603
99204,112669
99219,112722
99138,112674
99196,112645
99202,112747
99199,112723
99192,112758
99128,112677
99204,112777
99195,112715
99253,112777
99116,112759
99021,112714
99119,112730
99110,112724
99045,112551
98957,112493
98936,112358
98958,112341
98838,112155
98798,111997
98795,111971
98786,111933
98694,111786
98649,111706
98656,111696
98666,111633
98672,111616
98591,111517
98634,111637
98653,111575
98666,111626
98615,111510
98665,111661
98662,111534
98683,111599
98669,111558
98674,111620
98686,111661
98633,111589
98610,111535
98656,111560
98680,111631
98632,111618
98614,111503
98670,111690
98681,111627
98665,111673
98623,111535
98671,111717
98699,111664
98713,111706
98607,111640
98731,111764
98722,111799
98716,111757
98720,111769
98719,111820
98765,111868
98723,111832
98664,111789
98805,111923
98763,111938
98796,111922
98736,111933
98784,111939
98815,111972
98783,111896
98717,111887
98790,111953
98786,111908
98812,111976
98685,111855
98787,111970
98770,111945
98838,111998
98699,111957
98818,111989
98811,112029
98839,111942
98759,111957
98811,112044
98838,112002
98803,112045
98765,111988
98863,112094
98831,112049
98854,112080
98745,112022
98867,112113
98797,112092
98890,112119
98791,112102
98894,112124
98890,112167
98865,112113
98842,112185
98876,112145
98917,112221
98864,112147
98876,112228
98870,112208
98881,112210
98846,112200
98899,112212
98899,112253
98885,112317
98941,112265
98861,112279
98907,112302
98936,112324
98912,112330
98925,112283
98946,112412
98953,112313
98896,112297
98898,112330
98974,112336
98964,112379
98951,112393
98970,112394
98960,112410
98973,112412
98952,112419
98857,112398
98965,112433
98996,112482
99001,112426
98921,112408
99057,112499
99039,112485
99019,112486
99011,112527
99036,112574
99020,112475
99035,112509
99022,112528
99011,112561
99020,112542
99049,112589
99013,112594
99071,112628
99064,112637
99029,112599
99030,112589
99093,112666
99060,112686
99040,112679
99057,112648
99107,112652
99027,112558
99044,112534
98936,112433
98958,112353
98914,112210
98781,112060
98733,111908
98753,111906
98723,111797
98625,111687
98607,111588
98655,111559
98530,111453
98527,111408
98529,111384
98580,111402
98521,111346
98580,111340
98533,111391
98563,111380
98504,111347
98528,111335
98510,111320
98548,111320
98587,111347
98518,111319
98539,111334
98550,111381
98556,111337
98522,111318
98527,111346
98566,111402
98533,111362
98505,111380
98566,111367
98544,111376
98542,111392
98589,111430
98495,111382
98585,111460
98639,111526
98596,111545
98567,111491
98653,111612
98642,111633
98647,111640
98591,111694
98679,111714
98663,111718
98730,111728
98639,111686
98697,111756
98683,111758
98658,111718
98721,111834
98734,111787
98773,111839
98723,111798
98689,111786
98759,111819
98728,111794
98693,111804
98706,111798
98729,111823
98752,111867
98673,111828
98682,111848
98749,111881
98777,111921
98686,111863
98758,111916
98806,111965
98758,111901
98720,111867
98765,111907
98727,111981
98713,111933
98756,111910
98686,111894
98823,111996
98814,111994
98767,111975
98766,112019
98827,112054
98822,112057
98749,111944
98850,112099
98838,112100
98795,112031
98803,112044
98877,112163
98832,112168
98869,112136
98726,112081
98820,112110
98846,112092
98821,112119
98790,112084
98846,112174
98884,112221
98847,112198
98799,112125
98826,112174
98841,112180
98895,112285
98874,112229
98886,112311
98867,112212
98870,112274
98858,112267
98889,112273
98934,112328
98943,112368
98832,112309
98910,112309
98908,112340
98892,112320
98847,112261
98931,112360
98982,112416
98916,112313
98868,112366
98891,112337
98973,112446
98981,112424
98944,112408
98963,112506
98983,112493
98989,112536
98911,112394
98968,112510
98941,112494
98947,112466
98934,112452
98984,112538
99012,112570
99017,112547
98923,112527
99022,112627
99017,112559
98971,112547
98910,112411
98999,112514
98905,112416
98877,112302
98781,112168
98789,112104
98714,111903
98688,111778
98589,111673
98676,111629
98581,111513
98531,111391
98504,111335
98513,111395
98473,111262
98482,111292
98414,111194
98503,111324
98488,111275
98500,111263
98435,111243
98463,111268
98542,111282
